time,step,loss,lk_loss,selector_loss,selector_loss_alpha,selector_accuracy,selector_coverage,acc,dflash/hard_label/expected_accepted_length,grad_norm,lr,perf/train_compute_time_s,dflash/hard_label/expected_acceptance,dflash/hard_label/unary_probability,dflash/hard_label/unary_top16_mass,dflash/hard_label/unary_top16_oracle_accepted_length,dflash/hard_label/unary_top16_recall,dflash/hard_label/unary_top1_accuracy,dflash2/selector/conditional_accuracy,dflash2/selector/loss,dflash2/selector/serving_accepted_length,dflash2/selector/serving_accuracy,expected_acceptance,objective/lk_kl_weight,perf/data_wait_time_s,perf/durable_ack_time_s,perf/global_samples_per_second,perf/optimizer_step_time_s,perf/optimizer_steps_per_hour,position_1/hard_label/expected_acceptance,position_1/hard_label/unary_probability,position_1/hard_label/unary_top16_mass,position_1/hard_label/unary_top16_recall,position_1/hard_label/unary_top1_accuracy,position_1/objective/loss_weight_share,position_1/selector/conditional_accuracy,position_1/selector/loss,position_1/selector/serving_accuracy,position_2/hard_label/expected_acceptance,position_2/hard_label/unary_probability,position_2/hard_label/unary_top16_mass,position_2/hard_label/unary_top16_recall,position_2/hard_label/unary_top1_accuracy,position_2/objective/loss_weight_share,position_2/selector/conditional_accuracy,position_2/selector/loss,position_2/selector/serving_accuracy,position_3/hard_label/expected_acceptance,position_3/hard_label/unary_probability,position_3/hard_label/unary_top16_mass,position_3/hard_label/unary_top16_recall,position_3/hard_label/unary_top1_accuracy,position_3/objective/loss_weight_share,position_3/selector/conditional_accuracy,position_3/selector/loss,position_3/selector/serving_accuracy,position_4/hard_label/expected_acceptance,position_4/hard_label/unary_probability,position_4/hard_label/unary_top16_mass,position_4/hard_label/unary_top16_recall,position_4/hard_label/unary_top1_accuracy,position_4/objective/loss_weight_share,position_4/selector/conditional_accuracy,position_4/selector/loss,position_4/selector/serving_accuracy,position_5/hard_label/expected_acceptance,position_5/hard_label/unary_probability,position_5/hard_label/unary_top16_mass,position_5/hard_label/unary_top16_recall,position_5/hard_label/unary_top1_accuracy,position_5/objective/loss_weight_share,position_5/selector/conditional_accuracy,position_5/selector/loss,position_5/selector/serving_accuracy,position_6/hard_label/expected_acceptance,position_6/hard_label/unary_probability,position_6/hard_label/unary_top16_mass,position_6/hard_label/unary_top16_recall,position_6/hard_label/unary_top1_accuracy,position_6/objective/loss_weight_share,position_6/selector/conditional_accuracy,position_6/selector/loss,position_6/selector/serving_accuracy,position_7/hard_label/expected_acceptance,position_7/hard_label/unary_probability,position_7/hard_label/unary_top16_mass,position_7/hard_label/unary_top16_recall,position_7/hard_label/unary_top1_accuracy,position_7/objective/loss_weight_share,position_7/selector/conditional_accuracy,position_7/selector/loss,position_7/selector/serving_accuracy,selector_target_probability,target_probability
10:39:45,1,0.7766910195350647,0.4768913984298706,0.30895093083381653,1.0,0.9057855010032654,0.7845613956451416,0.47200000286102295,3.3513216972351074,1.8092974424362183,3.3333333333333335e-05,16.23064504098147,0.4206382632255554,0.4206382632255554,0.9011359810829163,5.6513671875,0.7845613956451416,0.47200000286102295,0.7212880253791809,0.30895093083381653,3.7587890625,0.44785964488983154,0.4206382632255554,0.6599687933921814,0.3090403093956411,0.0,0.4836552934619972,16.540705970022827,217.64488205789874,0.6601446866989136,0.6601446866989136,0.9714621305465698,0.974609375,0.740234375,0.31299760937690735,0.7585170269012451,0.3292918801307678,0.7392578125,0.5166993141174316,0.5166993141174316,0.9487590193748474,0.8993157148361206,0.5640273690223694,0.23392103612422943,0.7010869383811951,0.3678736388683319,0.5620723366737366,0.4362916052341461,0.4362916052341461,0.9175574779510498,0.7978410124778748,0.4857703745365143,0.17165547609329224,0.7293972969055176,0.2886437177658081,0.4582924544811249,0.3803386986255646,0.3803386986255646,0.8954337239265442,0.7588582634925842,0.4301181137561798,0.12280880659818649,0.7081711888313293,0.28106793761253357,0.39960628747940063,0.35073933005332947,0.35073933005332947,0.8743070960044861,0.7172414064407349,0.3921182155609131,0.08372145146131516,0.7252747416496277,0.21628603339195251,0.35960590839385986,0.3156837522983551,0.3156837522983551,0.8568132519721985,0.69852215051651,0.36748769879341125,0.05122728645801544,0.7052186131477356,0.22258973121643066,0.32413792610168457,0.28139322996139526,0.28139322996139526,0.8424457907676697,0.6426455974578857,0.32082921266555786,0.023668386042118073,0.7112135291099548,0.2426491528749466,0.28825271129608154,0.6721499562263489,0.4206382632255554
10:39:54,2,0.9369330406188965,0.599700927734375,0.35030314326286316,1.0,0.89306640625,0.766605794429779,0.43589383363723755,3.0604052543640137,0.9619236588478088,5e-05,8.684127175947651,0.38028398156166077,0.38028398156166077,0.8745840787887573,5.4228515625,0.766605794429779,0.43589383363723755,0.7014105319976807,0.35030314326286316,3.4873046875,0.4100547730922699,0.38028398156166077,0.6959590911865234,0.0018547591753304005,0.0,0.9209543929499961,8.686640794854611,414.42947682749826,0.6249373555183411,0.6249373555183411,0.9608170986175537,0.9638671875,0.705078125,0.3231075406074524,0.7304964661598206,0.38234660029411316,0.7041015625,0.48357248306274414,0.48357248306274414,0.9279354214668274,0.8923678994178772,0.553816020488739,0.23649372160434723,0.6940789222717285,0.4094974398612976,0.5283757448196411,0.39031916856765747,0.39031916856765747,0.8953102231025696,0.7998037338256836,0.4494602680206299,0.16983886063098907,0.737423300743103,0.32909345626831055,0.42983317375183105,0.33849823474884033,0.33849823474884033,0.8674423098564148,0.7312992215156555,0.38877952098846436,0.11921634525060654,0.6958277225494385,0.29668739438056946,0.35334646701812744,0.29883912205696106,0.29883912205696106,0.8458694815635681,0.6857143044471741,0.34679803252220154,0.08008867502212524,0.6910919547080994,0.2529657185077667,0.3103448152542114,0.2740021347999573,0.2740021347999573,0.821986734867096,0.6594274640083313,0.3228035569190979,0.04872160777449608,0.6721556782722473,0.24475689232349396,0.2773938775062561,0.24833983182907104,0.24833983182907104,0.8011993169784546,0.6304348111152649,0.2806324064731598,0.022533345967531204,0.6692789793014526,0.2481801062822342,0.26284584403038025,0.6511189937591553,0.38028398156166077
10:40:02,3,0.8216667175292969,0.516809344291687,0.31516698002815247,1.0,0.9021179676055908,0.7847017645835876,0.4694736897945404,3.257854461669922,0.9389894604682922,6.666666666666667e-05,8.089141740929335,0.41646772623062134,0.41646772623062134,0.8906540274620056,5.6875,0.7847017645835876,0.4694736897945404,0.719549298286438,0.31516698002815247,3.744140625,0.4472982585430145,0.41646772623062134,0.666210412979126,0.0018252520821988583,0.0,0.9886863083461336,8.091545247938484,444.90883875576014,0.6537924408912659,0.6537924408912659,0.9649384617805481,0.9677734375,0.724609375,0.31756216287612915,0.7477295398712158,0.3397926092147827,0.7236328125,0.5344383120536804,0.5344383120536804,0.9416018128395081,0.8903036117553711,0.591576874256134,0.2365202158689499,0.7436743378639221,0.3195227384567261,0.5817825794219971,0.44604578614234924,0.44604578614234924,0.9124057292938232,0.8213935494422913,0.499509334564209,0.17210404574871063,0.7108721733093262,0.300642728805542,0.47988224029541016,0.3817698657512665,0.3817698657512665,0.887080729007721,0.7708947658538818,0.4336283206939697,0.12140268087387085,0.7295918464660645,0.2941063344478607,0.4080629348754883,0.33759599924087524,0.33759599924087524,0.8626630902290344,0.7165354490280151,0.3789370059967041,0.08131642639636993,0.7032967209815979,0.2823840379714966,0.3641732335090637,0.29865705966949463,0.29865705966949463,0.84117192029953,0.674876868724823,0.3487684726715088,0.048922013491392136,0.6978102326393127,0.29176631569862366,0.30344828963279724,0.2598940134048462,0.2598940134048462,0.8235739469528198,0.6485686302185059,0.30602172017097473,0.02217242680490017,0.6834094524383545,0.30081892013549805,0.26653504371643066,0.673280656337738,0.41646772623062134
10:40:10,4,1.1462546586990356,0.726919949054718,0.43963852524757385,1.0,0.8617398142814636,0.7571669220924377,0.39966273307800293,2.724268674850464,0.9029199481010437,8.333333333333334e-05,7.989144550636411,0.34283024072647095,0.34283024072647095,0.8727141618728638,5.3203125,0.7571669220924377,0.39966273307800293,0.6818856596946716,0.43963852524757385,3.1669921875,0.3743676245212555,0.34283024072647095,0.7116466760635376,0.0016837590374052525,0.0,1.0010833947423667,7.991342221852392,450.48752763406503,0.6099280118942261,0.6099280118942261,0.9554114937782288,0.966796875,0.6845703125,0.3421071767807007,0.7080808281898499,0.446756511926651,0.6845703125,0.45988228917121887,0.45988228917121887,0.9215887188911438,0.8659490942955017,0.5264188051223755,0.2430730164051056,0.698305070400238,0.4661645293235779,0.5185909867286682,0.37399324774742126,0.37399324774742126,0.8970754146575928,0.8055009841918945,0.44007858633995056,0.1683645099401474,0.6829268336296082,0.44240036606788635,0.40569743514060974,0.29149705171585083,0.29149705171585083,0.8691431879997253,0.719763994216919,0.3461160361766815,0.11322983354330063,0.6598360538482666,0.4298389256000519,0.3126843571662903,0.25656092166900635,0.25656092166900635,0.8435527682304382,0.6910167932510376,0.3089832067489624,0.07257731258869171,0.6899999976158142,0.3727257549762726,0.2714708745479584,0.2143455445766449,0.2143455445766449,0.8206681609153748,0.6343873739242554,0.25,0.042050763964653015,0.6666666865348816,0.39416560530662537,0.22826087474822998,0.18913094699382782,0.18913094699382782,0.7998536825180054,0.6128712892532349,0.23663365840911865,0.018597472459077835,0.6478190422058105,0.3386681079864502,0.19405940175056458,0.627265453338623,0.34283024072647095
10:40:19,5,0.9120606780052185,0.5748714804649353,0.350369393825531,1.0,0.8909568190574646,0.7651782035827637,0.437949001789093,3.076319694519043,1.237923264503479,0.0001,8.253738185158,0.3822892904281616,0.3822892904281616,0.8692657351493835,5.3779296875,0.7651782035827637,0.437949001789093,0.6920102834701538,0.350369393825531,3.48046875,0.4154106080532074,0.3822892904281616,0.6879580020904541,0.0017021403182297945,0.0,0.9689948118747359,8.255978155881166,436.04766534363114,0.6211010813713074,0.6211010813713074,0.9621647596359253,0.9677734375,0.7021484375,0.32205119729042053,0.7144298553466797,0.3926990330219269,0.69140625,0.4772147834300995,0.4772147834300995,0.9271882772445679,0.8684985041618347,0.5338567495346069,0.2360503375530243,0.697175145149231,0.39055100083351135,0.5377821326255798,0.3946264386177063,0.3946264386177063,0.8943989872932434,0.7962598204612732,0.43897637724876404,0.17016197741031647,0.6798516511917114,0.3523460030555725,0.42322835326194763,0.3454614281654358,0.3454614281654358,0.8640056252479553,0.7235932946205139,0.4086870551109314,0.11986837536096573,0.7094133496284485,0.277662456035614,0.3721618950366974,0.30292361974716187,0.30292361974716187,0.8342880606651306,0.6864490509033203,0.3521265983581543,0.08055528253316879,0.6685879230499268,0.25452035665512085,0.32245302200317383,0.28017839789390564,0.28017839789390564,0.809928297996521,0.6706231236457825,0.32245302200317383,0.04889434576034546,0.6873156428337097,0.230472132563591,0.29080119729042053,0.2499237209558487,0.2499237209558487,0.7906529307365417,0.6388059854507446,0.3024875521659851,0.022418497130274773,0.6760124564170837,0.26261448860168457,0.26467663049697876,0.6418750286102295,0.3822892904281616
10:40:27,6,0.7749891877174377,0.49245938658714294,0.29215767979621887,1.0,0.9092828035354614,0.77182936668396,0.4718007445335388,3.345036268234253,1.8348041772842407,0.00011666666666666668,7.985421902267262,0.41998744010925293,0.41998744010925293,0.8657087683677673,5.512922286987305,0.77182936668396,0.4718007445335388,0.7227373719215393,0.29215767979621887,3.7455267906188965,0.44417405128479004,0.41998741030693054,0.6662683486938477,0.0017020644154399633,0.0,1.0015521437887658,7.987602093024179,450.6984647049446,0.6497716307640076,0.6497716307640076,0.9653981924057007,0.9642146825790405,0.7087475061416626,0.3119776248931885,0.7329896688461304,0.3431611955165863,0.7067594528198242,0.5162994861602783,0.5162994861602783,0.9290689826011658,0.8784860372543335,0.5846613645553589,0.23323146998882294,0.7233560085296631,0.32510849833488464,0.554780900478363,0.43121105432510376,0.43121105432510376,0.8940397500991821,0.8009999990463257,0.4779999852180481,0.1713249236345291,0.732833981513977,0.2951556146144867,0.4569999873638153,0.3775753378868103,0.3775753378868103,0.8564595580101013,0.7447447180747986,0.4234234094619751,0.12294416129589081,0.7217742204666138,0.23857253789901733,0.39039039611816406,0.3504165709018707,0.3504165709018707,0.8252254724502563,0.6974874138832092,0.4050251245498657,0.08417525887489319,0.7247838377952576,0.18427778780460358,0.352763831615448,0.3200114965438843,0.3200114965438843,0.8025996088981628,0.6824596524238586,0.36491936445236206,0.051995184272527695,0.7267355918884277,0.1592940092086792,0.3296371102333069,0.2903762757778168,0.2903762757778168,0.7847924828529358,0.6303030252456665,0.3333333432674408,0.02435140311717987,0.6875,0.20126591622829437,0.31313130259513855,0.6799762845039368,0.41998741030693054
10:40:34,7,0.8153505325317383,0.5180313587188721,0.30817076563835144,1.0,0.9060207605361938,0.7680672407150269,0.456582635641098,3.272906541824341,0.790238082408905,0.00013333333333333334,7.873864328023046,0.3974241018295288,0.3974241018295288,0.8288719654083252,5.50390625,0.7680672407150269,0.456582635641098,0.7137126326560974,0.30817076563835144,3.6826171875,0.44467785954475403,0.3974241018295288,0.6782400012016296,0.0017027275171130896,0.0,1.015731663928913,7.876095906132832,457.07924876801076,0.6590015292167664,0.6590015292167664,0.962486207485199,0.96875,0.7265625,0.3190150558948517,0.7419354915618896,0.34572967886924744,0.71875,0.5143200159072876,0.5143200159072876,0.9109569191932678,0.890518069267273,0.5786901116371155,0.23651349544525146,0.7387486100196838,0.3323152959346771,0.5826001763343811,0.43086928129196167,0.43086928129196167,0.862131655216217,0.8158667683601379,0.49853086471557617,0.17148810625076294,0.7334933876991272,0.2849615812301636,0.49167484045028687,0.3566669821739197,0.3566669821739197,0.8172945380210876,0.7477919459342957,0.41707557439804077,0.12064831703901291,0.7244094610214233,0.25913482904434204,0.4052993059158325,0.3035585582256317,0.3035585582256317,0.7774401903152466,0.6967615485191345,0.35721296072006226,0.0808396190404892,0.685915470123291,0.2613641023635864,0.3493621051311493,0.273992121219635,0.273992121219635,0.7482709884643555,0.6519173979759216,0.3284169137477875,0.04896127060055733,0.6636500954627991,0.24668940901756287,0.3048180937767029,0.24120329320430756,0.24120329320430756,0.7221130132675171,0.602753221988678,0.28711897134780884,0.022534204646945,0.6769983768463135,0.230002298951149,0.2576204538345337,0.6614736318588257,0.3974241018295288
10:40:42,8,1.097095251083374,0.7046602964401245,0.4125320017337799,1.0,0.8713290095329285,0.7381889820098877,0.4001687169075012,2.7550694942474365,2.421941041946411,0.00015000000000000001,7.875554020982236,0.32662487030029297,0.32662487030029297,0.7675167918205261,5.0771484375,0.7381889820098877,0.4001687169075012,0.6693333387374878,0.4125320017337799,3.1396484375,0.3752812147140503,0.32662487030029297,0.72505784034729,0.0016175115015357733,0.0,1.0155319945512673,7.877644469030201,456.9893975480703,0.574009120464325,0.574009120464325,0.9326972365379333,0.953125,0.6513671875,0.33580490946769714,0.6772540807723999,0.47637319564819336,0.6455078125,0.433061420917511,0.433061420917511,0.8571181297302246,0.8522505164146423,0.5088062882423401,0.2395871877670288,0.684270977973938,0.4297803044319153,0.5039138793945312,0.3360631763935089,0.3360631763935089,0.7953747510910034,0.7654563188552856,0.4141314923763275,0.1678379774093628,0.678205132484436,0.4082150161266327,0.3866535723209381,0.280574768781662,0.280574768781662,0.7468882203102112,0.7073891758918762,0.3566502332687378,0.11517912149429321,0.6657381653785706,0.3398091197013855,0.3221674859523773,0.24356238543987274,0.24356238543987274,0.7144500017166138,0.6367226243019104,0.3089832067489624,0.07578269392251968,0.6775193810462952,0.29123058915138245,0.28035539388656616,0.21675005555152893,0.21675005555152893,0.6759350895881653,0.6405940651893616,0.28217822313308716,0.045216139405965805,0.6383307576179504,0.2915686070919037,0.25346535444259644,0.19792243838310242,0.19792243838310242,0.646692156791687,0.6075322031974792,0.27452924847602844,0.020591976121068,0.6525285243988037,0.2574070394039154,0.22993062436580658,0.6047991514205933,0.32662487030029297
10:40:50,9,1.089491605758667,0.6816098093986511,0.4261140823364258,1.0,0.8680987358093262,0.7467021942138672,0.3993825316429138,2.789121389389038,1.0673748254776,0.0001666666666666667,7.838010957930237,0.3291546702384949,0.3291546702384949,0.7709832787513733,5.248046875,0.7467021942138672,0.3993825316429138,0.6651005744934082,0.4261140823364258,3.1884765625,0.3742632567882538,0.32915470004081726,0.7218723297119141,0.0017032360192388296,0.0,1.0203762304060848,7.840245354222134,459.1693036827382,0.5954335331916809,0.5954335331916809,0.9477969408035278,0.96484375,0.671875,0.33630043268203735,0.6862348318099976,0.46139177680015564,0.662109375,0.4316938519477844,0.4316938519477844,0.8743666410446167,0.8475073575973511,0.5043988227844238,0.2399161458015442,0.668973445892334,0.4359959363937378,0.48875856399536133,0.33436524868011475,0.33436524868011475,0.8063868880271912,0.7857142686843872,0.39823874831199646,0.16808781027793884,0.6388543248176575,0.4491257667541504,0.3855185806751251,0.28373292088508606,0.28373292088508606,0.7482811212539673,0.7207472920417786,0.33923304080963135,0.11531519889831543,0.6780354976654053,0.3619689345359802,0.33529990911483765,0.25091204047203064,0.25091204047203064,0.7045244574546814,0.6709359884262085,0.32413792610168457,0.0755939707159996,0.6725403666496277,0.3229777216911316,0.2847290635108948,0.21186749637126923,0.21186749637126923,0.6702896356582642,0.6426455974578857,0.2872655391693115,0.04464602470397949,0.6482334733009338,0.3925449550151825,0.23889437317848206,0.19232654571533203,0.19232654571533203,0.6420758962631226,0.5909090638160706,0.2667984068393707,0.02014034055173397,0.6538461446762085,0.32134339213371277,0.22035573422908783,0.6063982844352722,0.32915470004081726
10:40:58,10,1.0269402265548706,0.6544957756996155,0.3884934186935425,1.0,0.8784404397010803,0.7578770518302917,0.40344488620758057,2.846351146697998,1.5155853033065796,0.00018333333333333334,8.019801330985501,0.33378103375434875,0.33378103375434875,0.7678676843643188,5.3740234375,0.7578770518302917,0.40344488620758057,0.6799704432487488,0.3884934186935425,3.32421875,0.3891611695289612,0.33378103375434875,0.7171370983123779,0.0014104219153523445,0.0,0.9972939046986917,8.021707504987717,448.78225711441127,0.6254129409790039,0.6254129409790039,0.9587061405181885,0.966796875,0.7021484375,0.33778372406959534,0.7181817889213562,0.4094376564025879,0.6943359375,0.4547862112522125,0.4547862112522125,0.8847903609275818,0.878669261932373,0.5469667315483093,0.2413841187953949,0.7004454135894775,0.42255836725234985,0.523483395576477,0.3505094349384308,0.3505094349384308,0.8136196136474609,0.7915851473808289,0.4187867045402527,0.16873733699321747,0.6885043382644653,0.3721889555454254,0.408023476600647,0.289704829454422,0.289704829454422,0.749489963054657,0.7228207588195801,0.3672869801521301,0.11495509743690491,0.6761517524719238,0.3304462432861328,0.34280118346214294,0.2414807230234146,0.2414807230234146,0.6962060332298279,0.6849852800369263,0.3042198121547699,0.07449284195899963,0.6747850775718689,0.31620195508003235,0.30323848128318787,0.19966575503349304,0.19966575503349304,0.6539936065673828,0.6519173979759216,0.25565388798713684,0.043443676084280014,0.6591252088546753,0.3582749664783478,0.2458210438489914,0.17241905629634857,0.17241905629634857,0.6162192225456238,0.6062992215156555,0.2263779491186142,0.01920321397483349,0.6103895902633667,0.3977939486503601,0.2037401646375656,0.6190935373306274,0.33378103375434875
